id,text,type,category,is_active,created_at
318,I love being a rainbow of peace,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
319,I love being a rainbow of joy,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
320,I love accomplishing my goals,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
321,I love free will,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
322,I love being infinite,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
323,I love being smart,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
324,I love being intelligent,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
325,I love being inspired,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
326,I love being inspiring,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
327,I love being anchored in amazing possibilities,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
328,I love being one with the Divine Intelligent Substance of the Universe,EVENING_ILOVE,Self-Love & Worthiness,1,11/24/25 22:57
329,I love being one with all living beings,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
330,I love being the abundance I see around me,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
331,I love the sound of my voice,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
332,I love being so excited to be able to be,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
333,I love being a source of good in the lives of others,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
334,I love being proud,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
335,I love being proud of my accomplishments,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
336,I love being proud of the accomplishments of others,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
337,I love being detached in a loving way,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
338,I love being clever,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
339,I love being ok right now as I am,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
340,"I love letting go, with love, of what no longer works for me",EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
341,I love being in perfect health,EVENING_ILOVE,Health & Wholeness,1,11/24/25 22:57
342,I love being committed to my highest good,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
343,I love being a living celebration,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
344,I love being a spirit radiating joy from the tips of my toes to the tips of the hair on my head,EVENING_ILOVE,Self-Love & Worthiness,1,11/24/25 22:57
345,I love receiving answers to my prayers right now,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
346,I love embracing and seeing the good in all things,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
347,I love being optimistic,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
348,I love being open to miracles,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
349,I love being fully present to this version of now and all it has to offer,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
350,I love being nourished and soul-fed by all the beauty around me,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
351,I love being a magnet for joyful moments,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
352,I love sailing in the Divine flow of the mighty Universal river of fulfilled wishes,EVENING_ILOVE,Self-Love & Worthiness,1,11/24/25 22:57
353,I love being the answer to a prayer of love,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
354,I love living a rich and luxurious life,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
355,I love being gratitude in action,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
356,I love being cause and knowing my life is effect,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
357,I love being aware of the Divine in all I see,EVENING_ILOVE,Self-Love & Worthiness,1,11/24/25 22:57
358,I love being aware of the Divine in the air that I breathe,EVENING_ILOVE,Self-Love & Worthiness,1,11/24/25 22:57
359,I love being aware in this moment right now,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
360,I love being awareness personified,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
361,I love being the I Am presence as me,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
362,I love being the answer to someone's prayer,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
363,I love being the purpose of my life,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
364,I love being loved because I am,EVENING_ILOVE,Love & Relationships,1,11/24/25 22:57
365,I love being a seed that produces a most divine flower that unfolds as a most divine life,EVENING_ILOVE,Self-Love & Worthiness,1,11/24/25 22:57
731,I am Divine,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
732,I am a Divinely inspired,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
733,I am the divine being in this skin,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
734,I am happy and excited that everything is always working out for me,MORNING_IAM,Peace,1,11/24/25 23:03
735,I am loved,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
736,I am loving the life I am living,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
737,I am living the life I am loving,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
738,I am blessed,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
739,I am joy,MORNING_IAM,Peace,1,11/24/25 23:03
740,I am listened to,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
741,I am heard,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
742,I am visible,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
743,I am seen,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
744,I am fun and a joyful being,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
745,I am the loved child of a generous universe,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
746,I am a blessing to others,MORNING_IAM,Wealth & Abundance,1,11/24/25 23:03
747,I am prosperous,MORNING_IAM,Wealth & Abundance,1,11/24/25 23:03
748,I am the best version of me that has everything I want,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
749,"I am whole, healed, abundantly prospered and stable",MORNING_IAM,Health & Wholeness,1,11/24/25 23:03
750,I am wealthy now,MORNING_IAM,Wealth & Abundance,1,11/24/25 23:03
751,I am bursting with ancestral wisdom,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
752,I am an open and friendly person,MORNING_IAM,Purpose,1,11/24/25 23:03
753,I am compassion,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
754,I am open and receptive to all my Divine Good,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
755,I am peace,MORNING_IAM,Peace,1,11/24/25 23:03
756,I am happy,MORNING_IAM,Peace,1,11/24/25 23:03
757,I am confident,MORNING_IAM,Confidence & Inner Strength,1,11/24/25 23:03
758,I am generous,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
759,I am an ecstatic bundle of divine genetic material,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
760,I am a burst of sunshine in the lives of others,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
761,I am a good parent,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
762,I am a good friend,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
763,I am a good neighbor,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
764,I am the embodiment of the good shepherd,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
765,I am a positive contribution to the well-being of this planet,MORNING_IAM,Health & Wholeness,1,11/24/25 23:03
766,I am a positive contribution to the well-being of my family,MORNING_IAM,Health & Wholeness,1,11/24/25 23:03
767,I am a positive contribution to the well-being of my community,MORNING_IAM,Health & Wholeness,1,11/24/25 23:03
768,I am an abundant being,MORNING_IAM,General,1,11/24/25 23:03
769,I am beautiful,MORNING_IAM,General,1,11/24/25 23:03
770,I am warm and friendly,MORNING_IAM,General,1,11/24/25 23:03
771,I am playful,MORNING_IAM,General,1,11/24/25 23:03
772,I am creative,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
773,I am artistic,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
774,I am thoughtful,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
775,I am caring,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
776,I am kind,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
777,I am that I am,MORNING_IAM,General,1,11/24/25 23:03
778,I am humble,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
779,I am at home in quiet spaces,MORNING_IAM,Peace,1,11/24/25 23:03
780,I am a joyful noise,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
781,I am well fed,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
782,I am clothed in the richness of Divine Substance,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
783,I am well cared for,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
784,I am safe,MORNING_IAM,Peace,1,11/24/25 23:03
785,I am protected,MORNING_IAM,Peace,1,11/24/25 23:03
786,I am the child of a generous creator,MORNING_IAM,Purpose,1,11/24/25 23:03
787,I am the change I have been waiting for,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
788,I am the love I have been looking for,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
789,I am an affirmation of life,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
790,I am powerful,MORNING_IAM,Confidence & Inner Strength,1,11/24/25 23:03
791,I am the word in perfect form,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
792,I am that I am and that I am is amazing,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
793,I am always in a fun-loving frame of mind,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
794,I am a bundle of love in the world,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
795,I am trustworthy,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
796,I am always on time,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
797,I am always in the right place at the right time,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
798,I am always where I am supposed to be,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
799,I am creatively carefree and love all that unfolds from this state of being,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
800,I am safely held in this wonderful home,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
801,I am at home in this wonderful neighborhood,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
802,I am loving,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
803,I am blessing others every day in every way by what I do and what I say,MORNING_IAM,Wealth & Abundance,1,11/24/25 23:03
804,I am always saying yes to my good,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
805,I am a force for good,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
806,I am full of energy,MORNING_IAM,Health & Wholeness,1,11/24/25 23:03
807,I am getting better and better every day in every way,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
808,I am in love with the air that I breathe,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
809,I am in love with the good food I eat,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
810,I am in love with the water I drink,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
811,I am calm,MORNING_IAM,Peace,1,11/24/25 23:03
812,I am mindful,MORNING_IAM,Peace,1,11/24/25 23:03
813,I am a perfect fit,MORNING_IAM,General,1,11/24/25 23:03
814,I am a money magnet,MORNING_IAM,Wealth & Abundance,1,11/24/25 23:03
815,I am a love magnet,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
816,I am a joy magnet,MORNING_IAM,Peace,1,11/24/25 23:03
817,I am a peace magnet,MORNING_IAM,Peace,1,11/24/25 23:03
818,I am a sacred space,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
819,I am an experience of peace,MORNING_IAM,Peace,1,11/24/25 23:03
820,I am an experience of joy,MORNING_IAM,Peace,1,11/24/25 23:03
821,I am an experience of love,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
822,I am in love with intimacy,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
823,I am basking in the luxurious life of the divine,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
824,I am a channel of the Divine,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
825,I am funny,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
826,I am lighthearted,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
827,I am always meeting great and wonderful people,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
828,I am always seeing the good in others,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
829,I am able to let go of what no longer serves me with love and respect,MORNING_IAM,Confidence & Inner Strength,1,11/24/25 23:03
830,I am free,MORNING_IAM,Peace,1,11/24/25 23:03
831,I am now financially free,MORNING_IAM,Peace,1,11/24/25 23:03
832,I am now emotionally free,MORNING_IAM,Peace,1,11/24/25 23:03
833,I am music to someone’s ears,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
834,I am always sharing with joy and gratitude,MORNING_IAM,Peace,1,11/24/25 23:03
835,I am lucky,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
836,I am winning all the time,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
837,I am a healer,MORNING_IAM,Health & Wholeness,1,11/24/25 23:03
838,I am a manifester,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
839,I am aware of the power of good that flows through me,MORNING_IAM,Peace,1,11/24/25 23:03
840,I am aware of the power of good that flows through others,MORNING_IAM,Peace,1,11/24/25 23:03
841,I am aware of the Divine all around me,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
842,I am always getting enough sleep,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
843,I am well rested,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
844,I am whole,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
845,I am complete,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
846,I am one with everything and everyone,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
847,I am good at setting boundaries when I need them,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
848,I am always having good positive experiences,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
849,I am positive,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
850,I am choosing to be happy,MORNING_IAM,Peace,1,11/24/25 23:03
851,I am choosing to be wealthy,MORNING_IAM,Wealth & Abundance,1,11/24/25 23:03
852,I am choosing to be right here right now,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
853,I am intentionally embracing my space in the here and the now,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
854,I am free of the past,MORNING_IAM,Peace,1,11/24/25 23:03
855,I am planting seeds of wealth now,MORNING_IAM,Wealth & Abundance,1,11/24/25 23:03
856,I am planting seeds of joy now,MORNING_IAM,Peace,1,11/24/25 23:03
857,I am planting seeds of prosperity now,MORNING_IAM,Wealth & Abundance,1,11/24/25 23:03
858,I am a Divine seed,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
859,I am comfortable in the lap of luxury,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
860,I am a Divine receptacle,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
861,I am honest,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
862,I am worthy,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
863,I am deserving of all the good the universe has for me,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
864,I am a star,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
865,I am merciful,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
866,I am beneficent,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
867,I am on an amazing journey,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
868,I am growing spiritually every day in every way,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
869,I am a calm and gentle spirit,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
870,I am a good and worthy choice,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
871,I am in love with my quiet time,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
872,I am in love with the time I spend with friends and family,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
873,I am in love with diversity,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
874,I am a diverse spiritual being,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
875,I am enough,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
876,I am more than enough,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
877,I am the cup that runneth over,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
878,"I am wealth in motion, expressing through everything I choose to create and enjoy.",MORNING_IAM,Wealth & Abundance,1,11/24/25 23:03
879,I am in love with the world,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
880,I am justice,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
881,I am truth,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
882,I am the hero of my story,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
883,I am the consciousness of my life,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
884,I am the center of my world,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
885,I am the center of the universe,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
886,I am made of the substance of the stars,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
887,I am in love with change and welcome it with joy,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
888,I am in love with plants and flowers and grass and summer breezes,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
889,I am in love with snow and cold crisp winter air,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
890,I am in love with the heat and bright sunshine of summer,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
891,I am in love with the universe,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
892,I am in love with the Divine as it is expressed in the world around me,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
893,I am perfect as I am,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
894,I am in love with my face,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
895,I am in love with my eyes,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
896,I am in love with my stomach,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
897,I am in love with my periods,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
898,I am in love with my toes,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
899,I am in love with every breath I take,MORNING_IAM,Health & Wholeness,1,11/24/25 23:03
900,I am in love with my fingers,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
901,I am in love with my hair,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
902,I am in love with my head,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
903,I am in love with my ears,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
904,I am in love with my teeth,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
905,I am forever,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
906,I am eternal,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
907,I am a Divine song,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
908,I am a Divine story of peace,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
909,I am possibility,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
910,I am choosing wisely,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
911,I am a miracle,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
912,I am always choosing the best for myself and others,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
913,I am a beautiful dance of consciousness,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
914,I am I am such an I am I am,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
915,I am responsible,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
916,I am a helping hand,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
917,I am a gift,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
918,I am needed,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
919,I am happy to share my gifts with others,MORNING_IAM,Peace,1,11/24/25 23:03
920,I am happy to receive gifts from others,MORNING_IAM,Wealth & Abundance,1,11/24/25 23:03
921,I am imagining a world that works for everybody,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
922,I am belief,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
923,I am faith,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
924,I am strength,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
925,I am in love with all the time I have to do all the things I love,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
926,I am grateful to be able to do all the things I love,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
927,I am grateful for my life,MORNING_IAM,Peace,1,11/24/25 23:03
928,I am grateful for the food in my refrigerator,MORNING_IAM,Peace,1,11/24/25 23:03
929,I am grateful for the fire in my stove,MORNING_IAM,Peace,1,11/24/25 23:03
930,I am grateful for the ground I walk on,MORNING_IAM,Peace,1,11/24/25 23:03
931,I am grateful for art,MORNING_IAM,Peace,1,11/24/25 23:03
932,I am grateful for music,MORNING_IAM,Peace,1,11/24/25 23:03
933,I am in love with the musical sound of the world,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
934,I am grateful for the fish in the sea,MORNING_IAM,Peace,1,11/24/25 23:03
935,I am grateful for the animals that walk this earth with me,MORNING_IAM,Peace,1,11/24/25 23:03
936,I am grateful for the birds in the air,MORNING_IAM,Peace,1,11/24/25 23:03
937,I am grateful for the thoughts I think,MORNING_IAM,Peace,1,11/24/25 23:03
938,"I am letting go of the past, even the past I loved",MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
939,I am letting go of all I thought I knew that no longer serves me,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
940,I am open to Divine knowledge,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
941,I am open to Divine understanding,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
942,I am the will of the Divine,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
943,I am waking up happier and happier every day in every way,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
944,I am always in a wealthy state of mind,MORNING_IAM,Wealth & Abundance,1,11/24/25 23:03
945,I am always in a grateful state of mind,MORNING_IAM,Peace,1,11/24/25 23:03
946,I am pleasure,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
947,I am in a peaceful state of mind,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
948,I am relaxed,MORNING_IAM,Peace,1,11/24/25 23:03
949,I am a Divine story of love,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
950,I am a Divine story of prosperity,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
951,I am a soulfully pleasurable experience,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
952,I am the soul of my life,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
953,I am a prayer,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
954,I am praying now,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
955,I am a voice for good,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
956,I am the voice of love in my life,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
957,I am the voice of peace in my life,MORNING_IAM,Peace,1,11/24/25 23:03
958,I am the voice of possibility in my life,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
959,I am the voice of compassion in my life,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
960,I am the voice of reason in my life,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
961,I am the voice of joy in my life,MORNING_IAM,Peace,1,11/24/25 23:03
962,I am a beautiful speaker,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
963,I am the embodiment of praise,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
964,I am praising now,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
965,I am the best me,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
966,I am in love with my alone time,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
967,I am in love with my meditation practice,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
968,I am in love with love,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
969,I am in love with joy,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
970,I am in love with positive vibrations,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
971,I am a positive vibration,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
972,I am respect and respectful,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
973,I am a good speaker,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
974,I am in love with my sexuality,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
975,I am in love with the sexuality of others,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
976,I am in love with all the ways the Divine expresses in the world,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
977,I am in love with the stars in a night sky,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
978,I am in love with the feel of the sun on my skin,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
979,I am in love with my skin,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
980,I am in love with my chest,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
981,I am in love with compliments,MORNING_IAM,Love & Relationships,1,11/24/25 23:03
982,I am always complimenting others,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
983,I am always saying yes to money,MORNING_IAM,Wealth & Abundance,1,11/24/25 23:03
984,I am always saying yes to new things,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
985,I am always attracting what is right for me,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
986,I am always attracting what is good for me,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
987,I am always attracting what is safe for me,MORNING_IAM,Peace,1,11/24/25 23:03
988,I am a safe space,MORNING_IAM,Peace,1,11/24/25 23:03
989,I am a peaceful space,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
990,I am a channel of a Divine generosity,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
991,I am a channel of the Divine I Am,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
992,I am a channel of Divine music,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
993,I am a channel of Divine creativity,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
994,I am a channel of Divine love,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
995,I am the light of my life,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
996,I am a light on the path helping others to see,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
997,I am bliss,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
998,I am enlightenment given form,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
999,I am a peaceful journey through time,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1000,I am big enough,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
1001,I am strong enough,MORNING_IAM,Confidence & Inner Strength,1,11/24/25 23:03
1002,I am tough enough,MORNING_IAM,Self-Love & Worthiness,1,11/24/25 23:03
