"id","type","text"
"1310","MORNING_IAM","I am grateful for the birds in the air"
"1311","MORNING_IAM","I am grateful for the thoughts I think"
"1312","MORNING_IAM","I am letting go of the past, even the past I loved"
"1313","MORNING_IAM","I am letting go of all I thought I knew that no longer serves me"
"1314","MORNING_IAM","I am open to Divine knowledge"
"1315","MORNING_IAM","I am open to Divine understanding"
"1316","MORNING_IAM","I am the will of the Divine"
"1317","MORNING_IAM","I am waking up happier and happier every day in every way"
"1318","MORNING_IAM","I am always in a wealthy state of mind"
"1319","MORNING_IAM","I am always in a grateful state of mind"
"1320","MORNING_IAM","I am pleasure"
"1321","MORNING_IAM","I am in a peaceful state of mind"
"1322","MORNING_IAM","I am relaxed"
"1323","MORNING_IAM","I am a Divine story of love"
"1324","MORNING_IAM","I am a Divine story of prosperity"
"1325","MORNING_IAM","I am a soulfully pleasurable experience"
"1326","MORNING_IAM","I am the soul of my life"
"1327","MORNING_IAM","I am a prayer"
"1328","MORNING_IAM","I am praying now"
"1329","MORNING_IAM","I am a voice for good"
"1330","MORNING_IAM","I am the voice of love in my life"
"1331","MORNING_IAM","I am the voice of peace in my life"
"1332","MORNING_IAM","I am the voice of possibility in my life"
"1333","MORNING_IAM","I am the voice of compassion in my life"
"1334","MORNING_IAM","I am the voice of reason in my life"
"1335","MORNING_IAM","I am the voice of joy in my life"
"1336","MORNING_IAM","I am a beautiful speaker"
"1337","MORNING_IAM","I am the embodiment of praise"
"1338","MORNING_IAM","I am praising now"
"1339","MORNING_IAM","I am the best me"
"1340","MORNING_IAM","I am in love with my alone time"
"1341","MORNING_IAM","I am in love with my meditation practice"
"1342","MORNING_IAM","I am in love with love"
"1343","MORNING_IAM","I am in love with joy"
"1344","MORNING_IAM","I am in love with positive vibrations"
"1345","MORNING_IAM","I am a positive vibration"
"1346","MORNING_IAM","I am respect and respectful"
"1347","MORNING_IAM","I am a good speaker"
"1348","MORNING_IAM","I am in love with my sexuality"
"1349","MORNING_IAM","I am in love with the sexuality of others"
"1350","MORNING_IAM","I am in love with all the ways the Divine expresses in the world"
"1351","MORNING_IAM","I am in love with the stars in a night sky"
"1352","MORNING_IAM","I am in love with the feel of the sun on my skin"
"1353","MORNING_IAM","I am in love with my skin"
"1354","MORNING_IAM","I am in love with my chest"
"1355","MORNING_IAM","I am in love with compliments"
"1356","MORNING_IAM","I am always complimenting others"
"1357","MORNING_IAM","I am always saying yes to money"
"1358","MORNING_IAM","I am always saying yes to new things"
"1359","MORNING_IAM","I am always attracting what is right for me"
"1360","MORNING_IAM","I am always attracting what is good for me"
"1361","MORNING_IAM","I am always attracting what is safe for me"
"1362","MORNING_IAM","I am a safe space"
"1363","MORNING_IAM","I am a peaceful space"
"1364","MORNING_IAM","I am a channel of a Divine generosity"
"1365","MORNING_IAM","I am a channel of the Divine I Am"
"1366","MORNING_IAM","I am a channel of Divine music"
"1367","MORNING_IAM","I am a channel of Divine creativity"
"1368","MORNING_IAM","I am a channel of Divine love"
"1369","MORNING_IAM","I am the light of my life"
"1370","MORNING_IAM","I am a light on the path helping others to see"
"1371","MORNING_IAM","I am bliss"
"1372","MORNING_IAM","I am enlightenment given form"
"1373","MORNING_IAM","I am a peaceful journey through time"
"1374","MORNING_IAM","I am big enough"
"1375","MORNING_IAM","I am strong enough"
"1376","MORNING_IAM","I am tough enough"
"1377","MORNING_IAM","I am better today than I was yesterday"
"1378","MORNING_IAM","I am at home wherever I am"
"1379","MORNING_IAM","I am comfortable"
"1380","MORNING_IAM","I am a comfortable experience"
"1381","MORNING_IAM","I am free of the need to be free"
"1382","MORNING_IAM","I am forgiven"
"1383","MORNING_IAM","I am in love with how I feel when I forgive"
"1384","MORNING_IAM","I am in love with how I feel when I share"
"1385","MORNING_IAM","I am in love with how I feel when I do what is right and good for me"
"1386","MORNING_IAM","I am in love with how I feel when I do what is right and good for others"
"1387","MORNING_IAM","I am in love with how I feel when I stay true to who I am"
"1388","MORNING_IAM","I am in love with how I feel when I speak my truth"
"1389","MORNING_IAM","I am in love with how I feel when I listen to that voice of the Divine within me"
"1390","MORNING_IAM","I am in love with how I feel when I feel"
"1391","MORNING_IAM","I am enlightened"
"1392","MORNING_IAM","I am an I am that is sometimes simple and sometimes complex"
"1393","MORNING_IAM","I am on purpose"
"1394","MORNING_IAM","I am my greatest purpose"
"1395","MORNING_IAM","I am the one I have been waiting for"
"1396","MORNING_IAM","I am my best friend"
"1397","MORNING_IAM","I am alive"
"1398","MORNING_IAM","I am life in human form"
"1399","MORNING_IAM","I am good company"
"1400","MORNING_IAM","I am in love with how I feel when I do service"
"1401","MORNING_IAM","I am in love all the time"
"1402","MORNING_IAM","I am in love with how I feel when I cook myself a nice dinner"
"1403","MORNING_IAM","I am in love with how I feel when I cook dinner for someone else"
"1404","MORNING_IAM","I am in love with how luxurious I feel in my skin right now"
"1405","MORNING_IAM","I am an expression of enlightened being"
"1406","MORNING_IAM","I am in love with my voice"
"1407","MORNING_IAM","I am a spontaneous burst of playful joy"
"1408","MORNING_IAM","I am in love with the child within me"
"1409","MORNING_IAM","I am in love with the parent in me"
"1410","MORNING_IAM","I am in love with the adult in me"
"1411","MORNING_IAM","I am in love with luxury"
"1412","MORNING_IAM","I am in love with beautiful things"
"1413","MORNING_IAM","I am the master of my destiny"
"1414","MORNING_IAM","I am the captain of my fate"
"1415","MORNING_IAM","I am in love with the Divine in me"
"1416","MORNING_IAM","I am a great expression of Divine Substance"
"1417","MORNING_IAM","I am choosing to focus on the good, the beautiful, and the true"
"1418","MORNING_IAM","I am in love with my heart"
"1419","MORNING_IAM","I am gratitude in action"
"1420","MORNING_IAM","I am love personified"
"1421","MORNING_IAM","I am the heart of my life"
"1422","MORNING_IAM","I am the heart of consciousness"
"1423","MORNING_IAM","I am somebody"
"1424","MORNING_IAM","I am somebody's child"
"1425","MORNING_IAM","I am somebody's friend"
"1426","MORNING_IAM","I am somebody's partner"
"1427","MORNING_IAM","I am somebody's lover"
"1428","MORNING_IAM","I am uniquely me"
"1429","MORNING_IAM","I am a rainbow of love"
"1430","MORNING_IAM","I am a rainbow of peace"
"1431","MORNING_IAM","I am a rainbow of joy"
"1432","MORNING_IAM","I am accomplishing all my goals"
"1433","MORNING_IAM","I am free will"
"1434","MORNING_IAM","I am infinite"
"1435","MORNING_IAM","I am smart"
"1436","MORNING_IAM","I am intelligent"
"1437","MORNING_IAM","I am inspired"
"1438","MORNING_IAM","I am inspiring"
"1439","MORNING_IAM","I am anchored in amazing possibilities"
"1440","MORNING_IAM","I am one with the Divine Intelligent Substance of the Universe"
"1441","MORNING_IAM","I am one with all living beings"
"1442","MORNING_IAM","I am the abundance I see around me"
"1443","MORNING_IAM","I am in love with the sound of my voice"
"1444","MORNING_IAM","I am so excited to be able to be"
"1445","MORNING_IAM","I am a source of good in the lives of others"
"1446","MORNING_IAM","I am proud"
"1447","MORNING_IAM","I am proud of my accomplishments"
"1448","MORNING_IAM","I am proud of the accomplishments of others"
"1449","MORNING_IAM","I am detached in a loving way"
"1450","MORNING_IAM","I am clever"
"1451","MORNING_IAM","I am ok right now as I am"
"1452","MORNING_IAM","I am letting go, with love, of what no longer works for me"
"1453","MORNING_IAM","I am in perfect health"
"1454","MORNING_IAM","I am committed to my highest good"
"1455","MORNING_IAM","I am a living celebration"
"1456","MORNING_IAM","I am a spirit radiating joy from the tips of my toes to the tips of the hairs on my head"
"1457","MORNING_IAM","I am receiving answers to my prayers right now"
"1458","MORNING_IAM","I am embracing and seeing the good in all things"
"1459","MORNING_IAM","I am optimistic"
"1460","MORNING_IAM","I am open to miracles"
"1461","MORNING_IAM","I am fully present to this version of now and all it has to offer"
"1462","MORNING_IAM","I am nourished and soul-fed by all the beauty around me"
"1463","MORNING_IAM","I am a magnet for joyful moments and people to share them with"
"1464","MORNING_IAM","I am sailing in the Divine flow of the mighty Universal river of fulfilled wishes"
"1465","MORNING_IAM","I am the answer to a prayer of love"
"1466","MORNING_IAM","I am a footprint in the sands of life"
"1467","MORNING_IAM","I am gratitude in action"
"1468","MORNING_IAM","I am cause, my life is effect"
"1469","MORNING_IAM","I am aware of the Divine in all I see"
"1470","MORNING_IAM","I am aware of the Divine in the air that I breathe"
"1471","MORNING_IAM","I am awake to this moment right now"
"1472","MORNING_IAM","I am awareness personified"
"1473","MORNING_IAM","I am the I Am presence as me"
"1474","MORNING_IAM","I am the answer to my mothers prayer"
"1475","MORNING_IAM","I am the purpose of my life"
"1476","MORNING_IAM","I am loved because I am"
"1477","MORNING_IAM","I am a seed that produces the most divine flowers that unfold into a most divine life"
"1478","MORNING_IAM","I am and have always been my father’s child"
"1479","MORNING_IAM","I am Divine"
"1480","MORNING_IAM","I am a Divinely inspired"
"1481","MORNING_IAM","I am the divine being in this skin"
"1482","MORNING_IAM","I am happy and excited that everything is always working out for me"
"1483","MORNING_IAM","I am loved"
"1484","MORNING_IAM","I am loving the life I am living"
"1485","MORNING_IAM","I am living the life I am loving"
"1486","MORNING_IAM","I am blessed"
"1487","MORNING_IAM","I am joy"
"1488","MORNING_IAM","I am listened to"
"1489","MORNING_IAM","I am heard"
"1490","MORNING_IAM","I am visible"
"1491","MORNING_IAM","I am seen"
"1492","MORNING_IAM","I am fun and a joyful being"
"1493","MORNING_IAM","I am the loved child of a generous universe"
"1494","MORNING_IAM","I am a blessing to others"
"1495","MORNING_IAM","I am prosperous"
"1496","MORNING_IAM","I am the best version of me that has everything I want"
"1497","MORNING_IAM","I am whole, healed, abundantly prospered and stable"
"1498","MORNING_IAM","I am wealthy now"
"1499","MORNING_IAM","I am bursting with ancestral wisdom"
"1500","MORNING_IAM","I am an open and friendly person"
"1501","MORNING_IAM","I am compassion"
"1502","MORNING_IAM","I am open and receptive to all my Divine Good"
"1503","MORNING_IAM","I am peace"
"1504","MORNING_IAM","I am happy"
"1505","MORNING_IAM","I am confident"
"1506","MORNING_IAM","I am generous"
"1507","MORNING_IAM","I am an ecstatic bundle of divine genetic material"
"1508","MORNING_IAM","I am a burst of sunshine in the lives of others"
"1509","MORNING_IAM","I am a good parent"
"1510","MORNING_IAM","I am a good friend"
"1511","MORNING_IAM","I am a good neighbor"
"1512","MORNING_IAM","I am the embodiment of the good shepherd"
"1513","MORNING_IAM","I am a positive contribution to the well-being of this planet"
"1514","MORNING_IAM","I am a positive contribution to the well-being of my family"
"1515","MORNING_IAM","I am a positive contribution to the well-being of my community"
"1516","MORNING_IAM","I am an abundant being"
"1517","MORNING_IAM","I am beautiful"
"1518","MORNING_IAM","I am warm and friendly"
"1519","MORNING_IAM","I am playful"
"1520","MORNING_IAM","I am creative"
"1521","MORNING_IAM","I am artistic"
"1522","MORNING_IAM","I am thoughtful"
"1523","MORNING_IAM","I am caring"
"1524","MORNING_IAM","I am kind"
"1525","MORNING_IAM","I am that I am"
"1526","MORNING_IAM","I am humble"
"1527","MORNING_IAM","I am at home in quiet spaces"
"1528","MORNING_IAM","I am a joyful noise"
"1529","MORNING_IAM","I am well fed"
"1530","MORNING_IAM","I am clothed in the richness of Divine Substance"
"1531","MORNING_IAM","I am well cared for"
"1532","MORNING_IAM","I am safe"
"1533","MORNING_IAM","I am protected"
"1534","MORNING_IAM","I am the child of a generous creator"
"1535","MORNING_IAM","I am the change I have been waiting for"
"1537","MORNING_IAM","I am an affirmation of life"
"1538","MORNING_IAM","I am powerful"
"1539","MORNING_IAM","I am the word in perfect form"
"1540","MORNING_IAM","I am that I am and that I am is amazing"
"1541","MORNING_IAM","I am always in a fun-loving frame of mind"
"1542","MORNING_IAM","I am in love with You and the world"
"1543","MORNING_IAM","I am trustworthy"
"1544","MORNING_IAM","I am always on time"
"1545","MORNING_IAM","I am always in the right place at the right time"
"1546","MORNING_IAM","I am always where I am supposed to be"
"1547","MORNING_IAM","I am creatively carefree and love all that unfolds from this state of being"
"1548","MORNING_IAM","I am safely held in this wonderful home"
"1549","MORNING_IAM","I am at home in this wonderful neighborhood"
"1550","MORNING_IAM","I am loving"
"1551","MORNING_IAM","I am blessing others every day in every way by what I do and what I say"
"1552","MORNING_IAM","I am always saying yes to my good"
"1553","MORNING_IAM","I am a force for good"
"1554","MORNING_IAM","I am full of energy"
"1555","MORNING_IAM","I am getting better and better every day in every way"
"1556","MORNING_IAM","I am in love with the air that I breathe"
"1557","MORNING_IAM","I am in love with the good food I eat"
"1558","MORNING_IAM","I am in love with the water I drink"
"1559","MORNING_IAM","I am calm"
"1560","MORNING_IAM","I am mindful"
"1561","MORNING_IAM","I am a perfect fit"
"1562","MORNING_IAM","I am a money magnet"
"1563","MORNING_IAM","I am a love magnet"
"1564","MORNING_IAM","I am a joy magnet"
"1565","MORNING_IAM","I am a peace magnet"
"1566","MORNING_IAM","I am a sacred space"
"1567","MORNING_IAM","I am an experience of peace"
"1568","MORNING_IAM","I am an experience of joy"
"1569","MORNING_IAM","I am an experience of love"
"1570","MORNING_IAM","I am in love with intimacy"
"1571","MORNING_IAM","I am basking in the luxurious life of the divine"
"1572","MORNING_IAM","I am a channel of the Divine"
"1573","MORNING_IAM","I am funny"
"1574","MORNING_IAM","I am lighthearted"
"1575","MORNING_IAM","I am always meeting great and wonderful people"
"1576","MORNING_IAM","I am always seeing the good in others"
"1577","MORNING_IAM","I am able to let go of what no longer serves me with love and respect"
"1578","MORNING_IAM","I am free"
"1579","MORNING_IAM","I am now financially free"
"1580","MORNING_IAM","I am now emotionally free"
"1581","MORNING_IAM","I am music to someone’s ears"
"1582","MORNING_IAM","I am always sharing with joy and gratitude"
"1583","MORNING_IAM","I am lucky"
"1584","MORNING_IAM","I am winning all the time"
"1585","MORNING_IAM","I am a healer"
"1586","MORNING_IAM","I am a manifester"
"1587","MORNING_IAM","I am aware of the power of good that flows through me"
"1588","MORNING_IAM","I am aware of the power of good that flows through others"
"1589","MORNING_IAM","I am aware of the Divine all around me"
"1590","MORNING_IAM","I am always getting enough sleep"
"1591","MORNING_IAM","I am well rested"
"1592","MORNING_IAM","I am whole"
"1593","MORNING_IAM","I am complete"
"1594","MORNING_IAM","I am one with everything and everyone"
"1595","MORNING_IAM","I am good at setting boundaries when I need them"
"1596","MORNING_IAM","I am always having good positive experiences"
"1597","MORNING_IAM","I am positive"
"1598","MORNING_IAM","I am choosing to be happy"
"1599","MORNING_IAM","I am choosing to be wealthy"
"1600","MORNING_IAM","I am choosing to be right here right now"
"1601","MORNING_IAM","I am intentionally embracing my space in the here and the now"
"1602","MORNING_IAM","I am free of the past"
"1603","MORNING_IAM","I am planting seeds of wealth now"
"1604","MORNING_IAM","I am planting seeds of joy now"
"1605","MORNING_IAM","I am planting seeds of prosperity now"
"1606","MORNING_IAM","I am a Divine seed"
"1607","MORNING_IAM","I am comfortable in the lap of luxury"
"1608","MORNING_IAM","I am a Divine receptacle"
"1609","MORNING_IAM","I am honest"
"1610","MORNING_IAM","I am worthy"
"1611","MORNING_IAM","I am deserving of all the good the universe has for me"
"1612","MORNING_IAM","I am a star"
"1613","MORNING_IAM","I am merciful"
"1614","MORNING_IAM","I am beneficent"
"1615","MORNING_IAM","I am on an amazing journey"
"1616","MORNING_IAM","I am growing spiritually every day in every way"
"1617","MORNING_IAM","I am a calm and gentle spirit"
"1618","MORNING_IAM","I am a good and worthy choice"
"1619","MORNING_IAM","I am in love with my quiet time"
"1620","MORNING_IAM","I am in love with the time I spend with friends and family"
"1621","MORNING_IAM","I am in love with diversity"
"1622","MORNING_IAM","I am a diverse spiritual being"
"1623","MORNING_IAM","I am enough"
"1624","MORNING_IAM","I am more than enough"
"1625","MORNING_IAM","I am the cup that runneth over"
"1626","MORNING_IAM","I am in love with money and all good and fun things I can do with it"
"1627","MORNING_IAM","I am in love with the world"
"1628","MORNING_IAM","I am justice"
"1629","MORNING_IAM","I am truth"
"1630","MORNING_IAM","I am the hero of my story"
"1631","MORNING_IAM","I am the consciousness of my life"
"1632","MORNING_IAM","I am the center of my world"
"1633","MORNING_IAM","I am the center of the universe"
"1634","MORNING_IAM","I am made of the substance of the stars"
"1635","MORNING_IAM","I am in love with change and welcome it with joy"
"1636","MORNING_IAM","I am in love with plants and flowers and grass and summer breezes"
"1637","MORNING_IAM","I am in love with snow and cold crisp winter air"
"1638","MORNING_IAM","I am in love with the heat and bright sunshine of summer"
"1639","MORNING_IAM","I am in love with the universe"
"1640","MORNING_IAM","I am in love with the Divine as it is expressed in the world around me"
"1641","MORNING_IAM","I am perfect as I am"
"1642","MORNING_IAM","I am in love with my face"
"1643","MORNING_IAM","I am in love with my eyes"
"1644","MORNING_IAM","I am in love with my stomach"
"1645","MORNING_IAM","I am in love with my periods"
"1646","MORNING_IAM","I am in love with my toes"
"1647","MORNING_IAM","I am in love with every breath I take"
"1648","MORNING_IAM","I am in love with my fingers"
"1649","MORNING_IAM","I am in love with my hair"
"1650","MORNING_IAM","I am in love with my head"
"1651","MORNING_IAM","I am in love with my ears"
"1652","MORNING_IAM","I am in love with my teeth"
"1653","MORNING_IAM","I am forever"
"1654","MORNING_IAM","I am eternal"
"1655","MORNING_IAM","I am a Divine song"
"1656","MORNING_IAM","I am a Divine story of peace"
"1657","MORNING_IAM","I am possibility"
"1658","MORNING_IAM","I am choosing wisely"
"1659","MORNING_IAM","I am a miracle"
"1660","MORNING_IAM","I am always choosing the best for myself and others"
"1661","MORNING_IAM","I am a beautiful dance of consciousness"
"1662","MORNING_IAM","I am I am such an I am I am"
"1663","MORNING_IAM","I am responsible"
"1664","MORNING_IAM","I am a helping hand"
"1665","MORNING_IAM","I am a gift"
"1666","MORNING_IAM","I am needed"
"1667","MORNING_IAM","I am happy to share my gifts with others"
"1668","MORNING_IAM","I am happy to receive gifts from others"
"1669","MORNING_IAM","I am imagining a world that works for everybody"
"1670","MORNING_IAM","I am belief"
"1671","MORNING_IAM","I am faith"
"1672","MORNING_IAM","I am strength"
"1673","MORNING_IAM","I am in love with all the time I have to do all the things I love"
"1674","MORNING_IAM","I am grateful to be able to do all the things I love"
"1675","MORNING_IAM","I am grateful for my life"
"1676","MORNING_IAM","I am grateful for the food in my refrigerator"
"1677","MORNING_IAM","I am grateful for the fire in my stove"
"1678","MORNING_IAM","I am grateful for the ground I walk on"
"1679","MORNING_IAM","I am grateful for art"
"1680","MORNING_IAM","I am grateful for music"
"1681","MORNING_IAM","I am in love with the musical sound of the world"
"1682","MORNING_IAM","I am grateful for the fish in the sea"
"1683","MORNING_IAM","I am grateful for the animals that walk this earth with me"
"1684","MORNING_IAM","I am grateful for the birds in the air"
"1685","MORNING_IAM","I am grateful for the thoughts I think"
"1686","MORNING_IAM","I am letting go of the past, even the past I loved"
"1687","MORNING_IAM","I am letting go of all I thought I knew that no longer serves me"
"1688","MORNING_IAM","I am open to Divine knowledge"
"1689","MORNING_IAM","I am open to Divine understanding"
"1690","MORNING_IAM","I am the will of the Divine"
"1691","MORNING_IAM","I am waking up happier and happier every day in every way"
"1692","MORNING_IAM","I am always in a wealthy state of mind"
"1693","MORNING_IAM","I am always in a grateful state of mind"
"1694","MORNING_IAM","I am pleasure"
"1695","MORNING_IAM","I am in a peaceful state of mind"
"1696","MORNING_IAM","I am relaxed"
"1697","MORNING_IAM","I am a Divine story of love"
"1698","MORNING_IAM","I am a Divine story of prosperity"
"1699","MORNING_IAM","I am a soulfully pleasurable experience"
"1700","MORNING_IAM","I am the soul of my life"
"1701","MORNING_IAM","I am a prayer"
"1702","MORNING_IAM","I am praying now"
"1703","MORNING_IAM","I am a voice for good"
"1704","MORNING_IAM","I am the voice of love in my life"
"1705","MORNING_IAM","I am the voice of peace in my life"
"1706","MORNING_IAM","I am the voice of possibility in my life"
"1707","MORNING_IAM","I am the voice of compassion in my life"
"1708","MORNING_IAM","I am the voice of reason in my life"
"1709","MORNING_IAM","I am the voice of joy in my life"
"1710","MORNING_IAM","I am a beautiful speaker"
"1711","MORNING_IAM","I am the embodiment of praise"
"1712","MORNING_IAM","I am praising now"
"1713","MORNING_IAM","I am the best me"
"1714","MORNING_IAM","I am in love with my alone time"
"1715","MORNING_IAM","I am in love with my meditation practice"
"1716","MORNING_IAM","I am in love with love"
"1717","MORNING_IAM","I am in love with joy"
"1718","MORNING_IAM","I am in love with positive vibrations"
"1719","MORNING_IAM","I am a positive vibration"
"1720","MORNING_IAM","I am respect and respectful"
"1721","MORNING_IAM","I am a good speaker"
"1722","MORNING_IAM","I am in love with my sexuality"
"1723","MORNING_IAM","I am in love with the sexuality of others"
"1724","MORNING_IAM","I am in love with all the ways the Divine expresses in the world"
"1725","MORNING_IAM","I am in love with the stars in a night sky"
"1726","MORNING_IAM","I am in love with the feel of the sun on my skin"
"1727","MORNING_IAM","I am in love with my skin"
"1728","MORNING_IAM","I am in love with my chest"
"1729","MORNING_IAM","I am in love with compliments"
"1730","MORNING_IAM","I am always complimenting others"
"1731","MORNING_IAM","I am always saying yes to money"
"1732","MORNING_IAM","I am always saying yes to new things"
"1733","MORNING_IAM","I am always attracting what is right for me"
"1734","MORNING_IAM","I am always attracting what is good for me"
"1735","MORNING_IAM","I am always attracting what is safe for me"
"1736","MORNING_IAM","I am a safe space"
"1737","MORNING_IAM","I am a peaceful space"
"1738","MORNING_IAM","I am a channel of a Divine generosity"
"1739","MORNING_IAM","I am a channel of the Divine I Am"
"1740","MORNING_IAM","I am a channel of Divine music"
"1741","MORNING_IAM","I am a channel of Divine creativity"
"1742","MORNING_IAM","I am a channel of Divine love"
"1743","MORNING_IAM","I am the light of my life"
"1744","MORNING_IAM","I am a light on the path helping others to see"
"1745","MORNING_IAM","I am bliss"
"1746","MORNING_IAM","I am enlightenment given form"
"1747","MORNING_IAM","I am a peaceful journey through time"
"1748","MORNING_IAM","I am big enough"
"1749","MORNING_IAM","I am strong enough"
"1750","MORNING_IAM","I am tough enough"
"1751","MORNING_IAM","I am better today than I was yesterday"
"1752","MORNING_IAM","I am at home wherever I am"
"1753","MORNING_IAM","I am comfortable"
"1754","MORNING_IAM","I am a comfortable experience"
"1755","MORNING_IAM","I am free of the need to be free"
"1756","MORNING_IAM","I am forgiven"
"1757","MORNING_IAM","I am in love with how I feel when I forgive"
"1758","MORNING_IAM","I am in love with how I feel when I share"
"1759","MORNING_IAM","I am in love with how I feel when I do what is right and good for me"
"1760","MORNING_IAM","I am in love with how I feel when I do what is right and good for others"
"1761","MORNING_IAM","I am in love with how I feel when I stay true to who I am"
"1762","MORNING_IAM","I am in love with how I feel when I speak my truth"
"1763","MORNING_IAM","I am in love with how I feel when I listen to that voice of the Divine within me"
"1764","MORNING_IAM","I am in love with how I feel when I feel"
"1765","MORNING_IAM","I am enlightened"
"1766","MORNING_IAM","I am an I am that is sometimes simple and sometimes complex"
"1767","MORNING_IAM","I am on purpose"
"1768","MORNING_IAM","I am my greatest purpose"
"1769","MORNING_IAM","I am the one I have been waiting for"
"1770","MORNING_IAM","I am my best friend"
"1771","MORNING_IAM","I am alive"
"1772","MORNING_IAM","I am life in human form"
"1773","MORNING_IAM","I am good company"
"1774","MORNING_IAM","I am in love with how I feel when I do service"
"1775","MORNING_IAM","I am in love all the time"
"1776","MORNING_IAM","I am in love with how I feel when I cook myself a nice dinner"
"1777","MORNING_IAM","I am in love with how I feel when I cook dinner for someone else"
"1778","MORNING_IAM","I am in love with how luxurious I feel in my skin right now"
"1779","MORNING_IAM","I am an expression of enlightened being"
"1780","MORNING_IAM","I am in love with my voice"
"1781","MORNING_IAM","I am a spontaneous burst of playful joy"
"1782","MORNING_IAM","I am in love with the child within me"
"1783","MORNING_IAM","I am in love with the parent in me"
"1784","MORNING_IAM","I am in love with the adult in me"
"1785","MORNING_IAM","I am in love with luxury"
"1786","MORNING_IAM","I am in love with beautiful things"
"1787","MORNING_IAM","I am the master of my destiny"
"1788","MORNING_IAM","I am the captain of my fate"
"1789","MORNING_IAM","I am in love with the Divine in me"
"1790","MORNING_IAM","I am a great expression of Divine Substance"
"1791","MORNING_IAM","I am choosing to focus on the good, the beautiful, and the true"
"1792","MORNING_IAM","I am in love with my heart"
"1793","MORNING_IAM","I am gratitude in action"
"1794","MORNING_IAM","I am love personified"
"1795","MORNING_IAM","I am the heart of my life"
"1796","MORNING_IAM","I am the heart of consciousness"
"1797","MORNING_IAM","I am somebody"
"1798","MORNING_IAM","I am somebody's child"
"1799","MORNING_IAM","I am somebody's friend"
"1800","MORNING_IAM","I am somebody's partner"
"1801","MORNING_IAM","I am somebody's lover"
"1802","MORNING_IAM","I am uniquely me"
"1803","MORNING_IAM","I am a rainbow of love"
"1804","MORNING_IAM","I am a rainbow of peace"
"1805","MORNING_IAM","I am a rainbow of joy"
"1806","MORNING_IAM","I am accomplishing all my goals"
"1807","MORNING_IAM","I am free will"
"1808","MORNING_IAM","I am infinite"
"1809","MORNING_IAM","I am smart"
"1810","MORNING_IAM","I am intelligent"
"1811","MORNING_IAM","I am inspired"
"1812","MORNING_IAM","I am inspiring"
"1813","MORNING_IAM","I am anchored in amazing possibilities"
"1814","MORNING_IAM","I am one with the Divine Intelligent Substance of the Universe"
"1815","MORNING_IAM","I am one with all living beings"
"1816","MORNING_IAM","I am the abundance I see around me"
"1817","MORNING_IAM","I am in love with the sound of my voice"
"1818","MORNING_IAM","I am so excited to be able to be"
"1819","MORNING_IAM","I am a source of good in the lives of others"
"1820","MORNING_IAM","I am proud"
"1821","MORNING_IAM","I am proud of my accomplishments"
"1822","MORNING_IAM","I am proud of the accomplishments of others"
"1823","MORNING_IAM","I am detached in a loving way"
"1824","MORNING_IAM","I am clever"
"1825","MORNING_IAM","I am ok right now as I am"
"1826","MORNING_IAM","I am letting go, with love, of what no longer works for me"
"1827","MORNING_IAM","I am in perfect health"
"1828","MORNING_IAM","I am committed to my highest good"
"1829","MORNING_IAM","I am a living celebration"
"1830","MORNING_IAM","I am a spirit radiating joy from the tips of my toes to the tips of the hairs on my head"
"1831","MORNING_IAM","I am receiving answers to my prayers right now"
"1832","MORNING_IAM","I am embracing and seeing the good in all things"
"1833","MORNING_IAM","I am optimistic"
"1834","MORNING_IAM","I am open to miracles"
"1835","MORNING_IAM","I am fully present to this version of now and all it has to offer"
"1836","MORNING_IAM","I am nourished and soul-fed by all the beauty around me"
"1837","MORNING_IAM","I am a magnet for joyful moments and people to share them with"
"1838","MORNING_IAM","I am sailing in the Divine flow of the mighty Universal river of fulfilled wishes"
"1839","MORNING_IAM","I am the answer to a prayer of love"
"1840","MORNING_IAM","I am a footprint in the sands of life"
"1841","MORNING_IAM","I am gratitude in action"
"1842","MORNING_IAM","I am cause, my life is effect"
"1843","MORNING_IAM","I am aware of the Divine in all I see"
"1844","MORNING_IAM","I am aware of the Divine in the air that I breathe"
"1845","MORNING_IAM","I am awake to this moment right now"
"1846","MORNING_IAM","I am awareness personified"
"1847","MORNING_IAM","I am the I Am presence as me"
"1848","MORNING_IAM","I am the answer to my mothers prayer"
"1849","MORNING_IAM","I am the purpose of my life"
"1850","MORNING_IAM","I am loved because I am"
"1851","MORNING_IAM","I am a seed that produces the most divine flowers that unfold into a most divine life"
"1852","MORNING_IAM","I am and have always been my father’s child"
"1","EVENING_ILOVE","I love how everything is always working out for me"
"2","EVENING_ILOVE","I love being loved every day in so many ways"
"3","EVENING_ILOVE","I love the gift of life I am blessed with"
"4","EVENING_ILOVE","I love feeling blessed"
"5","EVENING_ILOVE","I love how my love translates into joyful living"
"6","EVENING_ILOVE","I love being a fun and joyful being"
"7","EVENING_ILOVE","I love knowing I’m a loved child of the universe"
"8","EVENING_ILOVE","I love being a blessing to others"
"9","EVENING_ILOVE","I love living a prosperous life"
"10","EVENING_ILOVE","I love being rich now"
"11","EVENING_ILOVE","I love embodying health now"
"12","EVENING_ILOVE","I love being wealthy"
"13","EVENING_ILOVE","I love the ancestral wisdom flowing through me"
"14","EVENING_ILOVE","I love being open and friendly"
"15","EVENING_ILOVE","I love embodying compassion"
